,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9886899151743638,0.7390729398663697,0.5592761711483173,0.545881
cresci_2017,0.663648368232409,0.9933890048712596,0.5551327583291054,0.597049
twibot_2020,0.7215619694397284,0.6454621380846325,0.8186813186813187,0.275971
twibot_2022,0.24787775891341257,0.26684298440979953,0.447826822256046,0.878885
