,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9996783784556449,0.5469851229818212,0.5708363761093425,0.5657660122783861
cresci_2017,0.5020874539360991,0.9995489977912118,0.6301949891141092,0.6265652838908762
twibot_2020,0.39726008309349375,0.48888225406304475,0.8840221709969998,0.5298392472811971
twibot_2022,0.3333507033322529,0.759333358276685,0.7765053333431092,0.8516131221409176
