,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9933388604591327,0.26303250488641317,0.7527056351231198,0.5613513320016265
cresci_2017,0.6349813072088549,0.9906134752592601,0.3619918663079835,0.49147701277336403
twibot_2020,0.5962523177495811,0.7221782278573059,0.8859008849865051,0.488706387030156
twibot_2022,0.3321974117556335,0.8369318345761148,0.7727496597534275,0.8336425683552794
