,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9858623939679547,0.41098273942093544,0.578386605783866,0.670787
cresci_2017,0.6821354461422373,0.953723034098817,0.5525114155251142,0.816194
twibot_2020,0.273721939256744,0.3898246102449889,0.8237531699070161,0.165969
twibot_2022,0.5791360120731938,0.8040089086859689,0.6128023000169119,0.766945
