,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9868049010367578,0.406597995545657,0.5628276678504989,0.671433
cresci_2017,0.6870401810979061,0.9544189283228949,0.5457466599019111,0.817745
twibot_2020,0.2739105829088851,0.30275612472160357,0.8207945900253593,0.16532
twibot_2022,0.5336728919071874,0.8028257238307349,0.597750718755285,0.76449
