,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.995463945033687,0.26625467595362606,0.7307747247026097,0.5398384802173036
cresci_2017,0.641065292489785,0.9904034918004101,0.30908620853991586,0.4916154546845421
twibot_2020,0.5760225680188161,0.7446312870589771,0.8861745473711036,0.48968990581176924
twibot_2022,0.32813588607418553,0.8271828946949824,0.7716378142576985,0.8355537156743412
