,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9858623939679547,0.40499721603563477,0.5526805344156942,0.670105
cresci_2017,0.6889266176193171,0.954070981210856,0.5466768138001015,0.815697
twibot_2020,0.2724014336917563,0.30185133630289535,0.8229078613693999,0.165153
twibot_2022,0.5255612148651198,0.8028257238307349,0.5970742431929646,0.76454
