,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9983466270238333,0.25391605336143896,0.6777719695479644,0.5224461082949489
cresci_2017,0.6356930954063416,0.9906293230674754,0.3180779684624327,0.4833636684460264
twibot_2020,0.5776690912131093,0.7564756798622281,0.8863121025379652,0.4939924193178586
twibot_2022,0.32634276772417514,0.8270305394348576,0.7720745423925218,0.8355745574550519
