,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9996712313102147,0.6580851892613798,0.6425765215360438,0.6658753771919357
cresci_2017,0.5209064161721944,0.9996414433391332,0.6193968352656548,0.6591957412121788
twibot_2020,0.48150954071050545,0.5024495613193722,0.8968886469205019,0.5420438010938307
twibot_2022,0.293950964683929,0.8008620702411123,0.7826920351134058,0.8582003648713041
