,cresci_2015,cresci_2017,twibot_2020,twibot_2022
cresci_2015,0.9905749293119699,0.5451698218262806,0.49433451716556737,0.828131
cresci_2017,0.5781927938124882,0.9940848990953375,0.5958904109589042,0.707093
twibot_2020,0.6146010186757216,0.5125278396436526,0.8330515638207946,0.340909
twibot_2022,0.20996038483305038,0.5526865256124721,0.47226450194486724,0.881
